BHID,DEPTH,DIP,AZIMTH,DIPREL,AZMREL,SURTYP
EAP0507,15.000,-88.240,137.540,HIGH,HIGH,WIRE
EAP0507,20.000,-88.230,141.030,HIGH,HIGH,WIRE
EAP0507,25.000,-88.550,132.180,HIGH,HIGH,WIRE
EAP0507,30.000,-88.560,131.290,HIGH,HIGH,WIRE
EAP0507,35.000,-88.630,112.010,HIGH,HIGH,WIRE
EAP0507,40.000,-87.960,63.930,HIGH,HIGH,WIRE
EAP0507,45.000,-87.510,44.580,HIGH,HIGH,WIRE
EAP0508,.000,-89.450,314.720,HIGH,HIGH,WIRE
EAP0508,5.000,-89.460,11.880,HIGH,HIGH,WIRE
EAP0508,10.000,-89.150,23.420,HIGH,HIGH,WIRE
EAP0508,15.000,-88.680,17.850,HIGH,HIGH,WIRE
EAP0508,20.000,-87.960,14.890,HIGH,HIGH,WIRE
EAP0508,25.000,-87.460,16.010,HIGH,HIGH,WIRE
EAP0508,30.000,-86.760,14.750,HIGH,HIGH,WIRE
EAP0508,35.000,-86.010,10.950,HIGH,HIGH,WIRE
EAP0508,40.000,-85.600,11.330,HIGH,HIGH,WIRE
EAP0508,45.000,-85.360,6.320,HIGH,HIGH,WIRE
EAP0508,50.000,-85.810,345.420,HIGH,HIGH,WIRE
EAP0508,55.000,-86.250,342.360,HIGH,HIGH,WIRE
EAP0508,60.000,-87.230,343.500,HIGH,HIGH,WIRE
EAP0509,.000,-89.670,261.040,HIGH,HIGH,WIRE
EAP0509,5.000,-89.540,250.690,HIGH,HIGH,WIRE
EAP0509,10.000,-88.690,5.240,HIGH,HIGH,WIRE
EAP0509,15.000,-88.910,355.560,HIGH,HIGH,WIRE
EAP0509,20.000,-88.200,13.340,HIGH,HIGH,WIRE
EAP0509,25.000,-87.380,11.090,HIGH,HIGH,WIRE
EAP0509,30.000,-86.730,1.070,HIGH,HIGH,WIRE
EAP0510,.000,-90.000,.000,POOR,POOR,DES
EAP0511,.000,-90.000,.000,POOR,POOR,DES
EAP0512,.000,-90.000,.000,POOR,POOR,DES
EAP0513,.000,-90.000,.000,POOR,POOR,DES
EAP0514,.000,-89.800,235.200,HIGH,HIGH,WIRE
EAP0514,5.000,-89.710,146.580,HIGH,HIGH,WIRE
EAP0514,10.000,-89.710,78.100,HIGH,HIGH,WIRE
EAP0514,15.000,-89.710,26.740,HIGH,HIGH,WIRE
EAP0514,20.000,-89.590,29.170,HIGH,HIGH,WIRE
EAP0514,25.000,-89.540,6.630,HIGH,HIGH,WIRE
EAP0514,30.000,-89.290,342.840,HIGH,HIGH,WIRE
EAP0514,35.000,-89.230,341.640,HIGH,HIGH,WIRE
EAP0514,40.000,-89.020,342.690,HIGH,HIGH,WIRE
EAP0514,45.000,-89.130,336.540,HIGH,HIGH,WIRE
EAP0514,50.000,-89.100,321.100,HIGH,HIGH,WIRE
EAP0514,55.000,-89.250,302.920,HIGH,HIGH,WIRE
EAP0514,60.000,-89.100,311.320,HIGH,HIGH,WIRE
EAP0514,65.000,-89.290,310.490,HIGH,HIGH,WIRE
EAP0514,70.000,-89.540,308.960,HIGH,HIGH,WIRE
EAP0514,75.000,-89.700,26.730,HIGH,HIGH,WIRE
EAP0515,.000,-90.000,.000,POOR,POOR,DES
EAP0516,.000,-89.720,6.570,HIGH,HIGH,WIRE
EAP0516,5.000,-88.540,263.190,HIGH,HIGH,WIRE
EAP0516,10.000,-88.240,269.440,HIGH,HIGH,WIRE
EAP0516,15.000,-88.100,256.860,HIGH,HIGH,WIRE
EAP0516,20.000,-88.290,245.840,HIGH,HIGH,WIRE
EAP0516,25.000,-88.320,231.970,HIGH,HIGH,WIRE
EAP0516,30.000,-88.260,223.960,HIGH,HIGH,WIRE
EAP0516,35.000,-87.960,224.510,HIGH,HIGH,WIRE
EAP0517,.000,-90.000,.000,POOR,POOR,DES
EAP0518,.000,-90.000,.000,POOR,POOR,DES
EAP0519,.000,-89.510,235.450,HIGH,HIGH,WIRE
EAP0519,5.000,-88.600,201.850,HIGH,HIGH,WIRE
EAP0519,10.000,-88.600,215.440,HIGH,HIGH,WIRE
EAP0519,15.000,-88.020,213.120,HIGH,HIGH,WIRE
EAP0519,20.000,-87.740,230.000,HIGH,HIGH,WIRE
EAP0519,25.000,-86.840,241.280,HIGH,HIGH,WIRE
EAP0519,30.000,-86.580,242.030,HIGH,HIGH,WIRE
EAP0519,35.000,-86.290,241.020,HIGH,HIGH,WIRE
EAP0519,40.000,-86.610,244.640,HIGH,HIGH,WIRE
EAP0519,45.000,-86.850,242.420,HIGH,HIGH,WIRE
EAP0520,.000,-89.710,332.810,HIGH,HIGH,WIRE
EAP0520,5.000,-89.590,326.400,HIGH,HIGH,WIRE
EAP0520,10.000,-89.640,288.010,HIGH,HIGH,WIRE
EAP0520,15.000,-89.600,234.080,HIGH,HIGH,WIRE
EAP0520,20.000,-89.590,217.820,HIGH,HIGH,WIRE
EAP0520,25.000,-89.600,199.060,HIGH,HIGH,WIRE
EAP0520,30.000,-89.350,209.910,HIGH,HIGH,WIRE
EAP0520,35.000,-89.320,193.810,HIGH,HIGH,WIRE
EAP0520,40.000,-88.900,182.690,HIGH,HIGH,WIRE
EAP0521,.000,-88.860,171.770,HIGH,HIGH,WIRE
EAP0521,5.000,-89.880,17.070,HIGH,HIGH,WIRE
EAP0521,10.000,-89.900,139.400,HIGH,HIGH,WIRE
EAP0521,15.000,-89.760,141.590,HIGH,HIGH,WIRE
EAP0521,20.000,-89.730,157.890,HIGH,HIGH,WIRE
EAP0521,25.000,-89.620,139.620,HIGH,HIGH,WIRE
EAP0521,30.000,-89.530,108.580,HIGH,HIGH,WIRE
EAP0521,35.000,-89.350,76.590,HIGH,HIGH,WIRE
EAP0521,40.000,-89.290,72.950,HIGH,HIGH,WIRE
EAP0522,.000,-90.000,.000,POOR,POOR,DES
EAP0523,.000,-90.000,.000,POOR,POOR,DES
EAP0524,.000,-90.000,.000,POOR,POOR,DES
EAP0525,.000,-90.000,.000,POOR,POOR,DES
EAP0526,.000,-90.000,.000,POOR,POOR,DES
EAP0527,.000,-88.500,186.070,HIGH,HIGH,WIRE
EAP0527,5.000,-89.370,225.320,HIGH,HIGH,WIRE
EAP0527,10.000,-88.990,265.910,HIGH,HIGH,WIRE
EAP0527,15.000,-88.780,283.530,HIGH,HIGH,WIRE
EAP0527,20.000,-88.790,286.660,HIGH,HIGH,WIRE
EAP0527,25.000,-88.270,304.120,HIGH,HIGH,WIRE
EAP0527,30.000,-88.680,297.320,HIGH,HIGH,WIRE
EAP0528,.000,-90.000,.000,POOR,POOR,DES
EAP0529,.000,-90.000,.000,POOR,POOR,DES
EAP0530,.000,-88.590,25.920,HIGH,HIGH,WIRE
EAP0530,5.000,-89.130,104.990,HIGH,HIGH,WIRE
EAP0530,10.000,-89.520,140.530,HIGH,HIGH,WIRE
EAP0530,15.000,-89.470,135.840,HIGH,HIGH,WIRE
EAP0530,20.000,-89.460,144.470,HIGH,HIGH,WIRE
EAP0530,25.000,-89.160,142.980,HIGH,HIGH,WIRE
EAP0530,30.000,-89.020,147.270,HIGH,HIGH,WIRE
EAP0530,35.000,-89.090,154.690,HIGH,HIGH,WIRE
EAP0530,40.000,-88.820,154.750,HIGH,HIGH,WIRE
EAP0531,.000,-90.000,.000,POOR,POOR,DES
EAP0532,.000,-90.000,.000,POOR,POOR,DES
EAP0533,.000,-90.000,.000,POOR,POOR,DES
EAP0533,5.000,-89.560,43.280,HIGH,HIGH,WIRE
EAP0533,10.000,-89.520,53.530,HIGH,HIGH,WIRE
EAP0533,15.000,-89.390,58.250,HIGH,HIGH,WIRE
EAP0533,20.000,-88.780,72.020,HIGH,HIGH,WIRE
EAP0533,25.000,-88.200,67.530,HIGH,HIGH,WIRE
EAP0533,30.000,-87.790,63.180,HIGH,HIGH,WIRE
EAP0533,35.000,-87.650,60.290,HIGH,HIGH,WIRE
EAP0533,40.000,-87.490,47.540,HIGH,HIGH,WIRE
EAP0534,.000,-89.550,64.450,HIGH,HIGH,WIRE
EAP0534,5.000,-89.280,71.300,HIGH,HIGH,WIRE
EAP0534,10.000,-88.770,65.940,HIGH,HIGH,WIRE
EAP0534,15.000,-88.690,64.110,HIGH,HIGH,WIRE
EAP0534,20.000,-88.320,53.330,HIGH,HIGH,WIRE
EAP0534,25.000,-88.270,41.770,HIGH,HIGH,WIRE
EAP0534,30.000,-88.610,33.710,HIGH,HIGH,WIRE
EAP0535,.000,-90.000,.000,POOR,POOR,DES
EAP0536,.000,-90.000,.000,POOR,POOR,DES
EAP0537,.000,-90.000,.000,POOR,POOR,DES
EAP0538,.000,-90.000,.000,POOR,POOR,DES
EAP0539,.000,-90.000,.000,POOR,POOR,DES
EAP0540,.000,-90.000,.000,POOR,POOR,DES
EAP0541,.000,-90.000,.000,POOR,POOR,DES
EAP0542,.000,-89.620,268.390,HIGH,HIGH,WIRE
EAP0542,5.000,-88.790,293.740,HIGH,HIGH,WIRE
EAP0542,10.000,-89.030,283.340,HIGH,HIGH,WIRE
EAP0542,15.000,-89.100,263.420,HIGH,HIGH,WIRE
EAP0542,20.000,-88.420,244.510,HIGH,HIGH,WIRE
EAP0542,25.000,-88.230,241.700,HIGH,HIGH,WIRE
EAP0542,30.000,-87.980,249.750,HIGH,HIGH,WIRE
EAP0542,35.000,-88.290,253.490,HIGH,HIGH,WIRE
EAP0543,.000,-90.000,.000,POOR,POOR,DES
EAP0544,.000,-90.000,.000,POOR,POOR,DES
EAP0545,.000,-89.620,310.950,HIGH,HIGH,WIRE
EAP0545,5.000,-89.460,322.420,HIGH,HIGH,WIRE
EAP0545,10.000,-89.030,324.420,HIGH,HIGH,WIRE
EAP0545,15.000,-89.090,333.360,HIGH,HIGH,WIRE
EAP0545,20.000,-89.080,330.980,HIGH,HIGH,WIRE
EAP0545,25.000,-89.160,331.930,HIGH,HIGH,WIRE
EAP0545,30.000,-89.020,319.820,HIGH,HIGH,WIRE
EAP0545,35.000,-89.030,316.790,HIGH,HIGH,WIRE
EAP0545,40.000,-88.360,308.030,HIGH,HIGH,WIRE
EAP0546,.000,-90.000,.000,POOR,POOR,DES
EAP0547,.000,-90.000,.000,POOR,POOR,DES
EAP0548,.000,-90.000,.000,POOR,POOR,DES
EAP0549,.000,-90.000,.000,POOR,POOR,DES
EAP0550,.000,-87.700,309.420,HIGH,HIGH,WIRE
EAP0550,5.000,-88.760,325.660,HIGH,HIGH,WIRE
EAP0550,10.000,-88.470,345.240,HIGH,HIGH,WIRE
EAP0551,.000,-89.790,32.610,HIGH,HIGH,WIRE
EAP0551,5.000,-89.960,99.220,HIGH,HIGH,WIRE
EAP0551,10.000,-89.290,162.800,HIGH,HIGH,WIRE
EAP0551,15.000,-89.010,160.020,HIGH,HIGH,WIRE
EAP0551,20.000,-88.560,152.020,HIGH,HIGH,WIRE
EAP0551,25.000,-88.410,150.320,HIGH,HIGH,WIRE
EAP0551,30.000,-88.300,156.000,HIGH,HIGH,WIRE
EAP0551,35.000,-88.020,158.440,HIGH,HIGH,WIRE
EAP0551,40.000,-88.010,160.300,HIGH,HIGH,WIRE
EAP0551,45.000,-88.160,160.970,HIGH,HIGH,WIRE
EAP0551,50.000,-88.350,155.830,HIGH,HIGH,WIRE
EAP0551,55.000,-88.620,157.260,HIGH,HIGH,WIRE
EAP0551,60.000,-89.000,169.790,HIGH,HIGH,WIRE
EAP0551,65.000,-88.810,176.300,HIGH,HIGH,WIRE
EAP0551,70.000,-88.330,172.520,HIGH,HIGH,WIRE
EAP0551,75.000,-88.280,162.600,HIGH,HIGH,WIRE
EAP0551,80.000,-88.210,158.340,HIGH,HIGH,WIRE
EAP0551,85.000,-88.270,151.920,HIGH,HIGH,WIRE
EAP0551,90.000,-88.580,154.720,HIGH,HIGH,WIRE
EAP0551,95.000,-88.520,164.320,HIGH,HIGH,WIRE
EAP0552,.000,-90.000,.000,POOR,POOR,DES
EAP0553,.000,-90.000,.000,POOR,POOR,DES
EAP0554,.000,-89.380,348.560,HIGH,HIGH,WIRE
EAP0554,5.000,-89.750,10.160,HIGH,HIGH,WIRE
EAP0554,10.000,-89.800,337.210,HIGH,HIGH,WIRE
EAP0554,15.000,-89.770,299.460,HIGH,HIGH,WIRE
EAP0554,20.000,-89.740,337.960,HIGH,HIGH,WIRE
EAP0555,.000,-90.000,.000,POOR,POOR,DES
EAP0556,.000,-90.000,.000,POOR,POOR,DES
EAP0557,.000,-89.660,358.110,HIGH,HIGH,WIRE
EAP0557,5.000,-89.760,31.460,HIGH,HIGH,WIRE
EAP0557,10.000,-89.430,109.370,HIGH,HIGH,WIRE
EAP0557,15.000,-89.290,124.310,HIGH,HIGH,WIRE
EAP0557,20.000,-89.660,99.700,HIGH,HIGH,WIRE
EAP0558,.000,-89.120,326.280,HIGH,HIGH,WIRE
EAP0558,5.000,-88.880,14.540,HIGH,HIGH,WIRE
EAP0558,10.000,-88.330,12.600,HIGH,HIGH,WIRE
EAP0558,15.000,-87.830,11.570,HIGH,HIGH,WIRE
EAP0558,20.000,-87.000,11.160,HIGH,HIGH,WIRE
EAP0558,25.000,-85.680,9.170,HIGH,HIGH,WIRE
EAP0559,.000,-90.000,.000,POOR,POOR,DES
EAP0560,.000,-90.000,.000,POOR,POOR,DES
EAP0561,.000,-90.000,.000,POOR,POOR,DES
EAP0562,.000,-90.000,.000,POOR,POOR,DES
EAP0563,.000,-90.000,.000,POOR,POOR,DES
EAP0564,.000,-90.000,.000,POOR,POOR,DES
EAP0565,.000,-90.000,.000,POOR,POOR,DES
EAP0566,.000,-90.000,.000,POOR,POOR,DES
EAP0567,.000,-90.000,.000,POOR,POOR,DES
EAP0568,.000,-90.000,.000,POOR,POOR,DES
EAP0569,.000,-90.000,.000,POOR,POOR,DES
EAP0570,.000,-90.000,.000,POOR,POOR,DES
EAP0571,.000,-90.000,.000,POOR,POOR,DES
EAP0572,.000,-90.000,.000,POOR,POOR,DES
EAP0573,.000,-90.000,.000,POOR,POOR,DES
EAP0574,.000,-90.000,.000,POOR,POOR,DES
EAP0575,.000,-70.000,.000,POOR,POOR,DES
EAP0576,.000,-70.000,.000,POOR,POOR,DES
EAP0577,.000,-70.000,.000,POOR,POOR,DES
EAP0578,.000,-70.000,.000,POOR,POOR,DES
EAP0579,.000,-70.000,.000,POOR,POOR,DES
EAP0580,.000,-70.000,.000,POOR,POOR,DES
EAP0581,.000,-70.000,.000,POOR,POOR,DES
EAP0582,.000,-70.000,.000,POOR,POOR,DES
EAP0583,.000,-90.000,.000,POOR,POOR,DES
EAP0584,.000,-90.000,.000,POOR,POOR,DES
EAP0591,.000,-90.000,.000,POOR,POOR,DES
EAP0592,.000,-90.000,.000,POOR,POOR,DES
EAP0593,.000,-89.630,79.070,HIGH,HIGH,WIRE
EAP0593,5.000,-89.640,149.070,HIGH,HIGH,WIRE
EAP0593,10.000,-89.300,176.560,HIGH,HIGH,WIRE
EAP0593,15.000,-89.210,174.410,HIGH,HIGH,WIRE
EAP0593,20.000,-88.590,140.300,HIGH,HIGH,WIRE
EAP0594,.000,-90.000,.000,POOR,POOR,DES
EAP0594,5.000,-88.940,67.760,HIGH,HIGH,WIRE
EAP0594,10.000,-89.020,20.440,HIGH,HIGH,WIRE
EAP0594,15.000,-89.220,331.150,HIGH,HIGH,WIRE
EAP0594,20.000,-89.580,29.730,HIGH,HIGH,WIRE
EAP0595,.000,-90.000,.000,POOR,POOR,DES
EAP0596,.000,-90.000,.000,POOR,POOR,DES
EAP0597,.000,-90.000,.000,POOR,POOR,DES
EAP0598,.000,-90.000,.000,POOR,POOR,DES
EAP0599,.000,-89.790,275.870,HIGH,HIGH,WIRE
EAP0599,5.000,-89.330,21.060,HIGH,HIGH,WIRE
EAP0599,10.000,-88.830,32.510,HIGH,HIGH,WIRE
EAP0599,15.000,-88.390,40.220,HIGH,HIGH,WIRE
EAP0599,20.000,-88.240,38.440,HIGH,HIGH,WIRE
EAP0599,25.000,-88.270,53.170,HIGH,HIGH,WIRE
EAP0600,.000,-89.540,327.860,HIGH,HIGH,WIRE
EAP0600,5.000,-89.530,300.300,HIGH,HIGH,WIRE
EAP0600,10.000,-89.560,278.500,HIGH,HIGH,WIRE
EAP0600,15.000,-89.400,263.360,HIGH,HIGH,WIRE
EAP0600,20.000,-89.390,250.090,HIGH,HIGH,WIRE
EAP0600,25.000,-89.390,234.480,HIGH,HIGH,WIRE
EAP0600,30.000,-89.280,201.060,HIGH,HIGH,WIRE
EAP0601,.000,-89.530,307.890,HIGH,HIGH,WIRE
EAP0601,5.000,-89.600,257.000,HIGH,HIGH,WIRE
EAP0601,10.000,-89.380,204.300,HIGH,HIGH,WIRE
EAP0601,15.000,-89.540,213.750,HIGH,HIGH,WIRE
EAP0601,20.000,-89.360,202.620,HIGH,HIGH,WIRE
EAP0601,25.000,-89.570,229.460,HIGH,HIGH,WIRE
EAP0601,30.000,-89.410,200.400,HIGH,HIGH,WIRE
EAP0601,35.000,-89.430,195.780,HIGH,HIGH,WIRE
EAP0602,.000,-90.000,.000,POOR,POOR,DES
EAP0603,.000,-89.080,310.600,HIGH,HIGH,WIRE
EAP0603,5.000,-88.800,321.510,HIGH,HIGH,WIRE
EAP0603,10.000,-88.850,330.820,HIGH,HIGH,WIRE
EAP0603,15.000,-88.490,343.270,HIGH,HIGH,WIRE
EAP0603,20.000,-87.990,337.310,HIGH,HIGH,WIRE
EAP0603,25.000,-88.000,336.700,HIGH,HIGH,WIRE
EAP0603,30.000,-88.220,329.360,HIGH,HIGH,WIRE
EAP0604,.000,-89.620,109.250,HIGH,HIGH,WIRE
EAP0604,5.000,-89.260,166.250,HIGH,HIGH,WIRE
EAP0604,10.000,-88.800,119.160,HIGH,HIGH,WIRE
EAP0604,15.000,-88.710,124.400,HIGH,HIGH,WIRE
EAP0604,20.000,-88.740,125.880,HIGH,HIGH,WIRE
EAP0605,20.000,-89.079,92.981,HIGH,HIGH,WIRE
EAP0605,25.000,-89.105,92.470,HIGH,HIGH,WIRE
EAP0605,30.000,-89.118,91.804,HIGH,HIGH,WIRE
EAP0605,35.000,-88.827,91.803,HIGH,HIGH,WIRE
EAP0605,40.000,-88.811,84.613,HIGH,HIGH,WIRE
EAP0605,45.000,-88.844,75.116,HIGH,HIGH,WIRE
EAP0605,50.000,-88.645,72.108,HIGH,HIGH,WIRE
EAP0605,55.000,-88.599,61.776,HIGH,HIGH,WIRE
EAP0605,60.000,-88.566,62.158,HIGH,HIGH,WIRE
EAP0605,70.000,-88.182,50.506,HIGH,HIGH,WIRE
EAP0605,75.000,-87.649,40.846,HIGH,HIGH,WIRE
EAP0605,80.000,-87.358,36.690,HIGH,HIGH,WIRE
EAP0605,85.000,-87.466,33.818,HIGH,HIGH,WIRE
EAP0605,90.000,-87.635,36.930,HIGH,HIGH,WIRE
EAP0605,100.000,-88.317,32.758,HIGH,HIGH,WIRE
EAP0605,105.000,-88.673,28.166,HIGH,HIGH,WIRE
EAP0605,110.000,-89.035,26.649,HIGH,HIGH,WIRE
EAP0605,115.000,-88.831,25.653,HIGH,HIGH,WIRE
EAP0605,120.000,-89.020,19.680,HIGH,HIGH,WIRE
EAP0605,125.000,-88.864,6.600,HIGH,HIGH,WIRE
EAP0605,130.000,-88.365,8.461,HIGH,HIGH,WIRE
EAP0605,135.000,-88.024,7.178,HIGH,HIGH,WIRE
EAP0605,140.000,-87.755,2.778,HIGH,HIGH,WIRE
EAP0605,145.000,-87.293,.943,HIGH,HIGH,WIRE
EAP0605,150.000,-86.986,351.598,HIGH,HIGH,WIRE
EAP0605,155.000,-86.160,350.068,HIGH,HIGH,WIRE
EAP0605,160.000,-85.676,348.081,HIGH,HIGH,WIRE
EAP0605,165.000,-84.936,345.626,HIGH,HIGH,WIRE
EAP0605,170.000,-84.374,345.224,HIGH,HIGH,WIRE
EAP0605,175.000,-83.879,344.858,HIGH,HIGH,WIRE
EAP0605,180.000,-83.291,347.481,HIGH,HIGH,WIRE
EAP0605,185.000,-82.246,351.315,HIGH,HIGH,WIRE
EAP0605,190.000,-81.287,351.026,HIGH,HIGH,WIRE
EAP0605,195.000,-80.300,353.621,HIGH,HIGH,WIRE
EAP0605,200.000,-78.651,358.450,HIGH,HIGH,WIRE
EAP0605,205.000,-76.668,1.159,HIGH,HIGH,WIRE
EAP0605,210.000,-75.852,3.456,HIGH,HIGH,WIRE
EAP0605,215.000,-75.571,4.563,HIGH,HIGH,WIRE
EAP0605,220.000,-75.190,6.028,HIGH,HIGH,WIRE
EAP0605,235.000,-74.814,8.400,HIGH,HIGH,WIRE
EAP0605,240.000,-74.860,8.397,HIGH,HIGH,WIRE
EAP0605,245.000,-75.814,9.009,HIGH,HIGH,WIRE
EAP0605,250.000,-75.704,9.872,HIGH,HIGH,WIRE
EAP0605,255.000,-75.108,11.744,HIGH,HIGH,WIRE
EAP0605,260.000,-74.918,12.148,HIGH,HIGH,WIRE
EAP0605,265.000,-74.789,12.170,HIGH,HIGH,WIRE
EAP0605,270.000,-74.729,12.847,HIGH,HIGH,WIRE
EAP0605,275.000,-74.899,13.251,HIGH,HIGH,WIRE
EAP0605,280.000,-75.090,13.653,HIGH,HIGH,WIRE
EAP0605,285.000,-75.547,13.747,HIGH,HIGH,WIRE
EAP0605,290.000,-75.582,14.162,HIGH,HIGH,WIRE
EAP0605,295.000,-75.643,14.750,HIGH,HIGH,WIRE
EAP0605,300.000,-75.721,14.902,HIGH,HIGH,WIRE
EAP0605,305.000,-75.789,15.376,HIGH,HIGH,WIRE
EAP0605,310.000,-75.873,15.475,HIGH,HIGH,WIRE
EAP0605,315.000,-75.875,15.809,HIGH,HIGH,WIRE
EAP0605,320.000,-76.000,16.423,HIGH,HIGH,WIRE
EAP0605,325.000,-76.084,17.003,HIGH,HIGH,WIRE
EAP0605,330.000,-76.163,17.571,HIGH,HIGH,WIRE
EAP0605,335.000,-76.121,18.068,HIGH,HIGH,WIRE
EAP0605,340.000,-76.069,18.561,HIGH,HIGH,WIRE
EAP0605,345.000,-75.982,19.298,HIGH,HIGH,WIRE
EAP0605,350.000,-75.833,19.437,HIGH,HIGH,WIRE
EAP0605,355.000,-75.678,19.878,HIGH,HIGH,WIRE
EAP0605,360.000,-75.510,20.055,HIGH,HIGH,WIRE
EAP0605,365.000,-75.312,20.524,HIGH,HIGH,WIRE
EAP0605,370.000,-75.210,20.995,HIGH,HIGH,WIRE
EAP0605,375.000,-75.094,21.017,HIGH,HIGH,WIRE
EAP0606,.000,-89.170,353.270,HIGH,HIGH,WIRE
EAP0606,5.000,-89.370,195.080,HIGH,HIGH,WIRE
EAP0606,10.000,-89.020,286.220,HIGH,HIGH,WIRE
EAP0606,15.000,-89.120,281.480,HIGH,HIGH,WIRE
EAP0606,20.000,-89.140,281.340,HIGH,HIGH,WIRE
EAP0606,25.000,-89.100,280.690,HIGH,HIGH,WIRE
EAP0606,30.000,-89.170,289.170,HIGH,HIGH,WIRE
EAP0607,.000,-90.000,.000,POOR,POOR,DES
EAP0608,.000,-90.000,.000,POOR,POOR,DES
EAP0609,.000,-89.740,10.330,HIGH,HIGH,WIRE
EAP0609,5.000,-89.690,38.510,HIGH,HIGH,WIRE
EAP0609,10.000,-89.540,38.400,HIGH,HIGH,WIRE
EAP0609,15.000,-89.280,15.900,HIGH,HIGH,WIRE
EAP0609,20.000,-89.090,346.110,HIGH,HIGH,WIRE
EAP0609,25.000,-89.050,324.650,HIGH,HIGH,WIRE
EAP0609,30.000,-88.220,322.580,HIGH,HIGH,WIRE
EAP0609,35.000,-88.100,313.240,HIGH,HIGH,WIRE
EAP0609,40.000,-87.760,315.010,HIGH,HIGH,WIRE
EAP0609,45.000,-88.120,307.060,HIGH,HIGH,WIRE
EAP0609,50.000,-88.290,315.650,HIGH,HIGH,WIRE
EAP0610,.000,-89.850,38.760,HIGH,HIGH,WIRE
EAP0610,5.000,-89.850,35.730,HIGH,HIGH,WIRE
EAP0610,10.000,-89.760,355.970,HIGH,HIGH,WIRE
EAP0610,15.000,-89.520,287.430,HIGH,HIGH,WIRE
EAP0610,20.000,-89.360,272.370,HIGH,HIGH,WIRE
EAP0610,25.000,-89.330,273.140,HIGH,HIGH,WIRE
EAP0610,30.000,-89.090,274.230,HIGH,HIGH,WIRE
EAP0610,35.000,-88.650,286.300,HIGH,HIGH,WIRE
EAP0610,40.000,-88.820,289.310,HIGH,HIGH,WIRE
EAP0611,.000,-89.370,250.440,HIGH,HIGH,WIRE
EAP0611,5.000,-89.760,288.500,HIGH,HIGH,WIRE
EAP0611,10.000,-89.750,245.300,HIGH,HIGH,WIRE
EAP0611,15.000,-89.240,342.250,HIGH,HIGH,WIRE
EAP0611,20.000,-89.170,1.540,HIGH,HIGH,WIRE
EAP0611,25.000,-88.280,19.860,HIGH,HIGH,WIRE
EAP0611,30.000,-87.680,34.170,HIGH,HIGH,WIRE
EAP0612,.000,-89.720,46.450,HIGH,HIGH,WIRE
EAP0612,5.000,-89.500,32.650,HIGH,HIGH,WIRE
EAP0612,10.000,-89.710,56.880,HIGH,HIGH,WIRE
EAP0612,15.000,-89.600,15.790,HIGH,HIGH,WIRE
EAP0612,20.000,-89.870,56.980,HIGH,HIGH,WIRE
EAP0613,.000,-90.000,.000,POOR,POOR,DES
EAP0614,.000,-89.550,14.640,HIGH,HIGH,WIRE
EAP0614,5.000,-89.240,322.020,HIGH,HIGH,WIRE
EAP0614,10.000,-88.990,317.560,HIGH,HIGH,WIRE
EAP0614,15.000,-88.930,299.930,HIGH,HIGH,WIRE
EAP0614,20.000,-88.800,280.870,HIGH,HIGH,WIRE
EAP0614,25.000,-88.960,283.610,HIGH,HIGH,WIRE
EAP0614,30.000,-88.890,277.740,HIGH,HIGH,WIRE
EAP0614,35.000,-88.790,261.250,HIGH,HIGH,WIRE
EAP0614,40.000,-89.220,248.870,HIGH,HIGH,WIRE
EAP0614,45.000,-89.310,230.220,HIGH,HIGH,WIRE
EAP0614,50.000,-89.560,253.990,HIGH,HIGH,WIRE
EAP0615,.000,-90.000,.000,POOR,POOR,DES
EAP0616,.000,-90.000,.000,POOR,POOR,DES
EAP0617,.000,-90.000,.000,POOR,POOR,DES
EAP0618,.000,-90.000,.000,POOR,POOR,DES
EAP0619,.000,-89.340,247.950,HIGH,HIGH,WIRE
EAP0619,5.000,-88.360,227.140,HIGH,HIGH,WIRE
EAP0619,10.000,-87.780,250.050,HIGH,HIGH,WIRE
EAP0619,15.000,-87.750,276.100,HIGH,HIGH,WIRE
EAP0619,20.000,-87.900,290.480,HIGH,HIGH,WIRE
EAP0619,25.000,-88.020,287.470,HIGH,HIGH,WIRE
EAP0619,30.000,-88.090,281.690,HIGH,HIGH,WIRE
EAP0619,35.000,-88.020,280.980,HIGH,HIGH,WIRE
EAP0619,40.000,-87.890,272.950,HIGH,HIGH,WIRE
EAP0620,.000,-90.000,.000,POOR,POOR,DES
EAP0620,5.000,-89.500,68.930,HIGH,HIGH,WIRE
EAP0620,10.000,-89.610,35.420,HIGH,HIGH,WIRE
EAP0620,15.000,-89.590,107.480,HIGH,HIGH,WIRE
EAP0620,20.000,-89.420,111.200,HIGH,HIGH,WIRE
EAP0620,25.000,-89.380,137.600,HIGH,HIGH,WIRE
EAP0620,30.000,-88.780,140.840,HIGH,HIGH,WIRE
EAP0620,35.000,-87.880,139.030,HIGH,HIGH,WIRE
EAP0621,.000,-89.410,174.110,HIGH,HIGH,WIRE
EAP0621,5.000,-88.540,209.370,HIGH,HIGH,WIRE
EAP0621,10.000,-88.090,221.370,HIGH,HIGH,WIRE
EAP0621,15.000,-87.500,229.030,HIGH,HIGH,WIRE
EAP0621,20.000,-87.920,219.560,HIGH,HIGH,WIRE
EAP0621,25.000,-87.380,225.010,HIGH,HIGH,WIRE
